COMPLEX ID,Character Area,Z-Area,Street Number,Street Name,Designation,Zoning,Complex Name,Site Area (ha),Site Area (acre),Total Parking,GFA Residential (m2),GFA Residential (ft2),GFA Retail (m2),GFA Retail (ft2),GFA Total (m2),GFA Total (ft2),Building Type,Tenure Residential,Townhouse Blocks,Storeys Total,Number Of Residential Units,Number Of Retail Units,Density (Unit/Ha),Density (Unit/Acre),FSI,OBJECTID
1487,Port Credit CN,7,100-130/34-60,Park St E/Rosewood Ave,Medium Density,RM4-34,,1.05479,2.606443,113,8569.170000,92237.778170,0,0,8569.170000,92237.778170,Townhouse,PCC,9,3,50,0,47,19,0.812405,476
1488,Malton NHD,40E,7035,Rexwood Rd,Medium Density,RM6-6,,3.19435,7.893411,306,19895.600000,214154.456000,0,0,19895.600000,214154.456000,Townhouse,Freehold-Common Element Condo,20,3,135,0,42,17,0.622837,477
1493,Lisgar NHD,55,3215-3452/7087-7133/7184-7230/7053-7163,Redpath Cir/Chatham Crt/Deanlee Crt/Fairmeadow Cres,Medium Density,RM6-2,,4.489378,11.093495,531,34727.800000,373806.927900,0,0,34727.800000,373806.927900,Townhouse,Freehold-Common Element Condo,33,3,236,0,53,21,0.773555,478
1494,Churchill Meadows NHD,57,3709-3771/3938-3999/5010/5010-5060/3883-3941,Nightstar Dr/Stardust Dr/Churchill Meadows Blvd/Intrepid Dr/Eglinton Ave W,Medium Density,RM5-37,,3.792047,9.370352,312,22628.300000,243568.993900,0,0,22628.300000,243568.993900,Townhouse,Freehold,22,2,156,0,41,17,0.596730,479
1495,Churchill Meadows NHD,57,3329-3417/5015/5014/3106-3200,Eglinton Ave W/Tenth Line West/Dubonet Dr/Eclipse Ave,Medium Density,RM5-42{3},,2.151914,5.317495,172,15454.050000,166346.009700,0,0,15454.050000,166346.009700,Townhouse,Freehold,11,3,86,0,40,16,0.718154,480
1496,East Credit NHD,45E,6035,Bidwell Tr,Medium Density,RM4-27,,2.638,6.51864,181,12015.300000,129331.612700,0,0,12015.300000,129331.612700,Townhouse,PCC,13,2,78,0,30,12,0.455470,481
1497,Applewood NHD,19,3071,Treadwells Dr,Medium Density,RM4-51,,0.38592,0.953629,,3792.400000,40821.053840,0,0,3792.400000,40821.053840,Townhouse,PCC,3,3,23,0,60,24,0.982691,482
1498,Cooksville NHD (West),22,700-794/560-648/3019-3031/555-645/3020-3038,Neighbourhood Cir/Shoreline Dr/Elmcreek Rd/Dundas St W/Clayhill Rd,High Density,RA2-19,,3.327,8.221196,725,38294.750000,412201.258200,0,0,38294.750000,412201.258200,Townhouse,PCC,23,3,336,0,101,41,1.151029,483
1499,Churchill Meadows NHD,58,4965-4985/3046-3108/4950-4970/4855-4869,Southampton Dr/Eglinton Ave W/Winston Churchill Blvd/Half Moon Grov,High Density,RA2-29,,4.6197,11.415527,499,29466.765000,317177.618500,0,0,29466.765000,317177.618500,Townhouse,PCC,24,3,354,0,77,31,0.637850,484
1500,Hurontario NHD,36W,"30-50,61-69/5247-5272",Breton Ave/Pedalina Dr,Medium Density,RM4-1,,1.196165,2.955788,64,5558.440000,59830.550180,0,0,5558.440000,59830.550180,Townhouse,Freehold,6,2,32,0,27,11,0.464688,485
1501,Churchill Meadows NHD,57,3950,Erin Centre Blvd,Medium Density,RM4-42,,1.31,3.23708,119,8282.600000,89153.164360,0,0,8282.600000,89153.164360,Townhouse,PCC,9,2,52,0,40,16,0.632260,486
1503,Lakeview NHD,6,1633,Northmount Ave,Low Density II,RM4-56,,0.993232,2.45433,78,5339.120000,57469.809350,0,0,5339.120000,57469.809350,Townhouse,PCC,6,2,30,0,30,12,0.537550,487
1504,Churchill Meadows NHD,57,3731-3770,Bloomington  Cres,Medium Density,RM5-43,,0.257501,0.636299,22,1662.490000,17894.893420,0,0,1662.490000,17894.893420,Townhouse,Freehold,2,2,11,0,43,17,0.645625,488
1508,Churchill Meadows NHD,57,"5025,5035/3975,3985/5050",Ninth Line/Eglinton Ave W/Intrepid Dr,High Density,RA2-39,,2.11,5.213924,223,13965,150318.008900,0,0,13965,150318.008900,Townhouse,PCC,9,3,158,0,75,30,0.661848,489
1510,Churchill Meadows NHD,57,5255,Palmetto Pl,Medium Density,RM4-33,,2.76,6.820109,247,14930.060000,160705.828300,0,0,14930.060000,160705.828300,Townhouse,PCC,17,,107,0,39,16,0.540944,490
1511,Churchill Meadows NHD,57,5261-5309,Palmetto Pl,Medium Density,RM5-37,,0.895134,2.211924,,5919.020000,63711.800990,0,0,5919.020000,63711.800990,Townhouse,Freehold,5,,40,0,45,18,0.661244,491
1512,Churchill Meadows NHD,57,"3122-3132,3136-3148,3151-3167,",Cabano Cres,Medium Density,RM5-37,,0.524747,1.296678,,3250.330000,34986.260920,0,0,3250.330000,34986.260920,Townhouse,Freehold,3,2,22,0,42,17,0.619409,492
1513,South Common CN,32,4009-4021/2635-2639,Glen Erin Dr/Rogers Rd,Medium Density,RM4-60,,0.3365,0.83151,23,2149,23131.643470,0,0,2149,23131.643470,Townhouse,PCC,2,3,10,0,30,12,0.638633,493
1514,Erin Mills NHD,25,3040,Fifth Line West,Medium Density,RM4-55,,0.3972,0.981503,31,1927.200000,20744.208140,0,0,1927.200000,20744.208140,Townhouse,PCC,3,,13,0,33,13,0.485196,494
1515,Cooksville NHD (West),15,215-290,Winterborne Gate,Low  Density I,R16-1,,1.34047,3.312374,59,4967.300000,53467.572180,0,0,4967.300000,53467.572180,Detached,PCC,0,2,11,0,8,3,0.370564,495
1516,East Credit NHD,38E,1015,Galesway Blvd,Medium Density,RM4-45,,0.959036,2.36983,90,5580.090000,60063.588840,0,0,5580.090000,60063.588840,Townhouse,PCC,6,2,39,0,41,16,0.581844,496
1517,Cooksville NHD (West),15,230,Paisley Blvd W,Medium Density,RM4-62,,0.862,2.130048,83,5386.900000,57984.108990,0,0,5386.900000,57984.108990,Townhouse,PCC,5,3,36,0,42,17,0.624930,497
1520,Hurontario NHD,37W,5749-5845/5633-5757/713-730/729-746,Tiz Rd/Retreat St/Horning St/Maxman St,Medium Density,RM6-1,,3.711,9.170081,,23031.130000,247905.020000,0,0,23031.130000,247905.020000,Townhouse,Freehold-Common Element Condo,18,3,133,0,36,15,0.620618,498
1521,Churchill Meadows NHD,57,5512-5552/5502-5598,Tenth Line West/Waterwind Cres,High Density,RM5-46,,1.73,4.274923,,12588,135496.104200,0,0,12588,135496.104200,Townhouse,Freehold,13,,81,0,47,19,0.727630,499
1523,East Credit NHD,38E,1048-1097/5037-5047,Felicity Cres/Warwickshire Way,Medium Density,RM6-3,,0.95924,2.370334,101,7022.400000,75588.484460,0,0,7022.400000,75588.484460,Townhouse,Freehold-Common Element Condo,7,3,42,0,44,18,0.732080,500
1524,Lisgar NHD,56,6995,Glory Crt,Medium Density,RM4-50,,0.259678,0.641678,23,1914.820000,20610.950930,0,0,1914.820000,20610.950930,Townhouse,PCC,1,3,10,0,39,16,0.737382,501
1525,Clarkson - Lorne Park NHD,9,1001-1011,Lorne Park Rd,Medium Density,RM4-46,,0.220608,0.545134,23,984,10591.687840,0,0,984,10591.687840,Townhouse,PCC,1,,6,0,27,11,0.446040,502
1526,DT Core,28,97-131/4121-4157,Robert Speck Pky/Shipp Dr,Mixed Use,CC3-1,,2.4425,6.035549,160,19992.560000,215198.124700,0,0,19992.560000,215198.124700,Townhouse,PCC,12,3,69,0,28,11,0.818529,503
1527,Hurontario NHD,36E,514-795,Candlestick Cir,Medium Density,RM6-8,,4.3509,10.751308,359,31484.650000,338897.951900,0,0,31484.650000,338897.951900,Townhouse,Freehold-Common Element Condo,21,3,157,0,36,15,0.723635,504
1528,Applewood NHD,20,3060-3213,Joel Kerbel Pl,Medium Density,RM6-4,,1.64817,4.072717,161,10900,117326.623500,0,0,10900,117326.623500,Townhouse,Freehold-Common Element Condo,11,3,71,0,43,17,0.661340,505
1529,Churchill Meadows NHD,57,5280-5356,Roadside Way,Low Density II,RM5-37,,0.46359,1.145556,38,3441.700000,37046.150460,0,0,3441.700000,37046.150460,Townhouse,Freehold,3,2,19,0,41,17,0.742402,506
1530,Churchill Meadows NHD,57,"3200,3250/5725,5755/3335-3395/5700,5750",Bentley Dr/Tenth Line West/Thomas St/ToscaDr,High Density,RM9-4,,2.727,6.738564,302,23214.800000,249882.027400,920,9902.797577,24134.800000,259784.825000,Townhouse,PCC,13,4,194,8,74,30,0.885031,507
1533,Churchill Meadows NHD,57,5715/3350-3390,Tenth Line West/Thomas St,Medium Density,RM4-66,,0.8317,2.055175,69,6250.400000,67278.745630,0,0,6250.400000,67278.745630,Townhouse,PCC,5,3,31,0,37,15,0.751521,508
1534,Churchill Meadows NHD,57,"5700,5710/3215-3265/5725",Long Valley Rd/Thomas St/Tosca Dr,Medium Density,RM4-68,,1.3499,3.335676,121,10490.450000,112918.264000,0,0,10490.450000,112918.264000,Townhouse,PCC,8,3,55,0,41,16,0.777128,509
1535,Churchill Meadows NHD,57,5005-5055,Oscar Peterson Blvd,High Density,RM9-5,,2.117339,5.232059,224,14775,159036.776300,0,0,14775,159036.776300,Townhouse,PCC,13,,157,0,74,30,0.697810,510
1539,Applewood NHD,20,3038,Haines Rd,Medium Density,RM6-7,,1.62938,4.026286,160,11282.200000,121440.590000,0,0,11282.200000,121440.590000,Townhouse,Freehold-Common Element Condo,10,3,71,0,44,18,0.692423,511
1540,Erindale NHD,16,2456-2462,Glengarry Rd,Low  Density I,R2-51,,0.682,1.685259,47,2361.400000,25417.898040,0,0,2361.400000,25417.898040,Detached,PCC,0,2,11,0,16,7,0.346246,512
1541,Churchill Meadows NHD,57,5116-5204,Angel Stone Dr,Medium Density,RM5-37,,1.8586,4.592701,,11744.850000,126420.513200,0,0,11744.850000,126420.513200,Townhouse,Freehold,12,,79,0,43,17,0.631919,513
1542,Applewood NHD,19,"1812,1820,1846-1868",Burnhamthorpe Rd E,Medium Density,RM6-9,,1.410846,3.486276,218,16183.370000,174196.344800,0,0,16183.370000,174196.344800,Townhouse,Freehold-Common Element Condo,11,,96,0,68,28,1.147068,514
1543,Erindale NHD,16,2592-2600,Glengarry Rd,Medium Density,RM4-6,,0.5751,1.421103,52,3787.800000,40771.539850,0,0,3787.800000,40771.539850,Townhouse,PCC,5,3,23,0,40,16,0.658633,515
1544,East Credit NHD,30,621-677,Courtney Valley Rd,Medium Density,RM5-50,,0.43,1.062553,,,,0,0,,,Townhouse,Freehold,4,,21,0,49,20,,516
1545,Clarkson - Lorne Park NHD,3,"2007-2011,2014-2024/1988-1999/952-981/2010-2040/993-997/1980-1995",Lushes Ave/Oana Dr/Toscana Pl/Lakeshore Rd W/Southdown Rd/Rackus Cres,Medium Density,RM6-10,,1.72078,4.25214,,11958.100000,128715.917100,0,0,11958.100000,128715.917100,Townhouse,Freehold-Common Element Condo,15,3,66,0,38,16,0.694923,517
1548,Meadowvale Village NHD,52E,317-454,Aspendale Cres,Medium Density,RM6-11,,1.756058,4.339314,171,14294.760000,153867.516000,0,0,14294.760000,153867.516000,Townhouse,Freehold-Common Element Condo,10,,74,0,42,17,0.814026,518
1549,East Credit NHD,38W,1549-1591,Eglinton Ave W,Medium Density,RM5-47,,0.42264,1.044366,68,4334,46650.787720,0,0,4334,46650.787720,Townhouse,Freehold,3,2,18,0,43,17,1.025459,519
1550,Lisgar NHD,55,7102-7258,Triumph Lane,Medium Density,RM4-37,Derry Chase,1.714294,4.236113,181,12103.680000,130282.927200,0,0,12103.680000,130282.927200,Townhouse,PCC,11,3,80,0,47,19,0.706045,520
1697,Port Credit CN,7,143-179,Lakeshore Rd E,Mixed Use,C4-5,,0.3373,0.833486,69,3036.620000,32685.905630,693.16,7461.11214,3729.780000,40147.017770,Townhouse,PCC,3,3,18,18,107,43,1.105775,521
1703,Port Credit NHD (West),8,188-198/8,Lakeshore Rd W/Wesley Ave,Mixed Use,C4-22,The Light House Court,0.2066,0.51052,33,1951.280000,21003.403100,171.65,1847.625222,2122.920000,22850.920690,Townhouse,PCC,2,3,12,6,87,35,1.027551,522
1709,Lakeview NHD,6,885,Lakeshore Rd E,Mixed Use,C4-29,,0.204637,0.505669,28,1135.920000,12226.941110,150,1614.586562,1285.920000,13841.527670,Townhouse,PCC,1,3,12,6,88,36,0.628391,523
1713,Lakeview NHD,5,1437/1011,Lakeshore Rd E/Deta Rd,Mixed Use,C4-56,,0.51478,1.272049,68,4306.830000,46358.332270,177.06,1905.857977,4483.890000,48264.190250,Townhouse,PCC,2,3,47,9,109,44,0.871030,524
1714,Meadowvale NHD,54W,2301,Derry Rd W,Medium Density,RM4,2301 Derry Glenderry Townhouse,1.665,4.114305,,5097.400000,54867.956920,0,0,5097.400000,54867.956920,Townhouse,PCC,7,2,51,0,31,12,0.306150,525
1715,Meadowvale NHD,46W,2660,Aquitaine Ave,Medium Density,RM4,Masons Landing,0.63,1.556764,,3400,36597.295390,0,0,3400,36597.295390,Townhouse,RNTL-PNP,4,3,30,0,48,19,0.539683,526
1716,South Common CN,25,2280,South Millway,High Density,RA2-43,Erinwood Estates,0.1681,0.415384,8,670,7211.819975,0,0,670,7211.819975,Townhouse,RNTL,1,2,4,0,24,10,0.398572,527
1717,Erin Mills NHD,59,3480,Colonial Dr,Medium Density,RM9-3,Colonial Terrace,1.7,4.200791,,11000,118403.014500,0,0,11000,118403.014500,Townhouse,RNTL-PNP,7,3,126,0,74,30,0.647059,528
1718,Lakeview NHD,6,1035,Fergus Ave,High Density,RA3-23,Lakeview Promenade Non-Profit,0.1771,0.437624,,1058,11388.217210,0,0,1058,11388.217210,Townhouse,RNTL-PNP,2,2,10,0,56,23,0.597403,529
1719,DT Core,22,3567-3597,Kariya Dr,Mixed Use,H-CC2{2},The Towne Townhouses,0.438,1.082322,,2287.500000,24622.445060,0,0,2287.500000,24622.445060,Townhouse,PCC,2,3,12,0,27,11,0.522260,530
1720,DT Core,22,57-67,Elm Dr W,Mixed Use,H-CC2{2},Towne 2 Townhouses,0.2314,0.571802,,1345.180000,14479.397010,0,0,1345.180000,14479.397010,Townhouse,PCC,1,2,6,0,26,10,0.581322,531
1721,Lakeview NHD,6,1030,Greaves Ave,High Density,RA2-15,Lakeside Court,0.2335,0.576991,,1020,10979.188620,0,0,1020,10979.188620,Townhouse,RNTL-PNP,2,2,10,0,43,17,0.436831,532
1722,Streetsville NHD,39E,2370,Britannia Rd W,Medium Density,RM4,Britannia Oaks Townhouses,0.6087,1.50413,,3757.400000,40444.316970,0,0,3757.400000,40444.316970,Townhouse,PCC,3,3,25,0,41,17,0.617283,533
1723,Applewood NHD,19,1749,Dundas St E,Low Density II,R4-51,Twin Pines Mobile Home Park,8.909,22.014618,,,,0,0,,,Other (Mobile Homes),RNTL-PNP,0,1,239,0,27,11,,534
1724,Hurontario NHD,37E,50,Strathaven Dr,Medium Density,RM4,Strathaven Village,1.7922,4.428623,,13458.700000,144868.241000,0,0,13458.700000,144868.241000,Townhouse,PCC,11,2,98,0,55,22,0.750960,535
1725,Rathwood-Applewood CN,27,1341-1355,Rathburn Rd E,High Density,RA5-19,,0.8928,2.206157,,5738.100000,61764.394320,0,0,5738.100000,61764.394320,Townhouse,PCC,6,2,31,0,35,14,0.642708,536
1726,Churchill Meadows NHD,58,48474849,Half Moon Grov,Medium Density,RM4-18,,0.0569,0.140603,,251.580000,2707.984581,0,0,251.580000,2707.984581,Semi-Detached,PCC-RNTL,1,2,2,0,35,14,0.442144,537
1727,Meadowvale Village NHD,52W,7155,Magistrate Terr,Medium Density,RM4,,0.465,1.14904,,2572.680000,27692.097030,0,0,2572.680000,27692.097030,Townhouse,PCC,5,3,17,0,37,15,0.553265,538
1728,Erin Mills NHD,24,1915,Broad Hollow Gate,Medium Density,RM4,Manor Gates In Sawmill Valley,0.21,0.518921,,1048.460000,11285.529510,0,0,1048.460000,11285.529510,Semi-Detached,PCC,2,3,4,0,19,8,0.499267,539
1729,Clarkson - Lorne Park NHD,9,1155,Birchview Dr,Low Density II,RM1-18,,0.2515,0.62147,,955.478000,10284.679590,0,0,955.478000,10284.679590,Semi-Detached,PCC,2,2,4,0,16,6,0.379912,540
1730,Streetsville NHD,45E,6425-6439,Rivergate Pl,Low Density II,RM4-39,River Gate,0.3675,0.908112,,829.140000,8924.788677,0,0,829.140000,8924.788677,Semi-Detached,PCC,3,1,6,0,16,7,0.225616,541
1731,Applewood NHD,19,"3059-3067,3075-3095",Treadwells Dr,Medium Density,RM4-51,,0.38592,0.953629,,1683.680000,18122.980680,0,0,1683.680000,18122.980680,Detached,PCC,0,2,9,0,23,9,0.436277,542
1732,Churchill Meadows NHD,57,3030-3046,Turbine Crescent,High Density,RA1-37,,0.2037,0.503354,,1673.890000,18017.602000,0,0,1673.890000,18017.602000,Townhouse,Freehold,2,2,8,0,39,16,0.821743,543
1733,Churchill Meadows NHD,57,5610-5650,Winston Churchill Blvd,High Density,RA1-37,,1.53,3.780712,,9787.380000,105350.481500,0,0,9787.380000,105350.481500,Townhouse,PCC,11,3,96,0,63,25,0.639698,544
1734,Churchill Meadows NHD,57,3010-3050,Erin Centre Blvd,High Density,RA2-53,,2.61,6.44945,,17661.980000,190111.970400,0,0,17661.980000,190111.970400,Townhouse,PCC,22,3,156,0,60,24,0.676704,545
1735,Applewood NHD,19,1799-1863,Pagehurst Ave,Medium Density,RM6-9,,0.325,0.803092,48,4848.430000,52188.066150,0,0,4848.430000,52188.066150,Semi-Detached,Freehold-Common Element Condo,12,,24,0,74,30,1.491825,546
1736,Clarkson - Lorne Park NHD,3,"2023-2029,2028-2038",Lushes Ave,Medium Density,RM5-49,,0.23542,0.581735,,1964.300000,21143.549220,0,0,1964.300000,21143.549220,Townhouse,Freehold,2,3,10,0,42,17,0.834381,547
1737,Clarkson - Lorne Park NHD,3,985989,Southdown Rd,Medium Density,RM6-10,,0.11653,0.287952,,437,4703.828849,0,0,437,4703.828849,Detached,Freehold-Common Element Condo,0,2,2,0,17,7,0.375011,548
1744,Streetsville NHD,39E,2356,Britannia Rd W,Medium Density,RM4,,0.12167,0.300653,,1150,12378.496970,0,0,1150,12378.496970,Townhouse,PCC,1,,6,0,49,20,0.945180,549
1745,Streetsville NHD,38W,43-61,Main St,Low Density II,RM5-34,,0.270088,0.667402,20,2306,24821.577410,0,0,2306,24821.577410,Townhouse,Freehold,2,,10,0,37,15,0.853796,550
1746,Central Erin Mills MN,39W,2891/2875-2935/5100,Rio Crt/Hazelton Pl/Plantation Pl,Medium Density,RM9-6,Hazelton Place,2.3775,5.87493,267,17492,188282.320900,0,0,17492,188282.320900,Townhouse,PCC,11,3,186,0,78,32,0.735731,551
1750,Streetsville NHD,39E,5970-5992/2288,Turney Dr/Britannia Rd W,Medium Density,RM4-72,,0.89904,2.221576,74,5678,61117.483310,0,0,5678,61117.483310,Townhouse,"CDM, PCC",7,3,37,0,41,17,0.631563,552
1751,Churchill Meadows NHD,57,3070-3100/5585-5625,Thomas St/Oscar Peterson Blvd,High Density,RA1-38,,1.3382,3.306764,149,11109.700000,119583.815500,0,0,11109.700000,119583.815500,Townhouse,PCC,8,3,94,0,70,28,0.830197,553
1752,Streetsville NHD,45W,6625,Falconer Dr,Medium Density,RM4-73,,1.262504,3.119715,149,10124.430000,108978.457500,0,0,10124.430000,108978.457500,Townhouse,PCC,10,3,66,0,52,21,0.801933,554
1753,Clarkson - Lorne Park NHD,9,1199,Lorne Park Rd,Low Density II,RM4-71,,0.2208,0.545609,11,1191.310000,12823.154110,0,0,1191.310000,12823.154110,Townhouse,PCC,1,2,5,0,23,9,0.539543,555
1754,Clarkson - Lorne Park NHD,9,1191-1203,Lorne Park Rd,Low Density II,RM4-71,,0.2208,0.545609,9,992.380000,10681.889410,0,0,992.380000,10681.889410,Semi-Detached,PCC,2,2,4,0,18,7,0.449447,556
1755,DT Hospital,15,17-29,Premium Way,Low Density II,RM5-52,,0.20616,0.509432,,1488.100000,16017.775080,0,0,1488.100000,16017.775080,Townhouse,Freehold,1,,7,0,34,14,0.721818,557
1756,DT Hospital,15,2075-2085,Grange Dr,Low Density I,RM5-51,,0.140887,0.348139,,1409.600000,15172.808110,0,0,1409.600000,15172.808110,Townhouse,Freehold,1,,6,0,43,17,1.000518,558
1757,Meadowvale Village NHD,45E,6910-6995,Rayah Court,Low Density I,"R16-3, R16-4",,1.13826,2.812702,62,5730.300000,61680.435820,0,0,5730.300000,61680.435820,Detached,Freehold-Common Element Condo,,,9,0,8,3,0.503426,559
1762,Clarkson Village CN,11,2375,Truscott Dr,Medium Density,RM4-40,,0.2361,0.583416,23,1614.810000,17381.670170,0,0,1614.810000,17381.670170,Townhouse,PCC,1,3,9,0,38,15,0.683952,560
1765,Churchill Meadows NHD,57,3227-3432/5587-5611/5618-5622,Stoney Cres/Bonnie St/Lucy Dr,"Low Density II, Medium Density",RM5-54,,1.31681,3.253908,88,9091.450000,97859.553300,0,0,9091.450000,97859.553300,Townhouse,Freehold,8,2,44,0,33,14,0.690415,561
1768,Applewood NHD,20,3071-3083,Cawthra Rd,Medium Density,RM9-7,,0.343332,0.848392,61,2244.960000,24164.548310,0,0,2244.960000,24164.548310,Townhouse,PCC,3,,27,0,79,32,0.653874,562
1770,East Credit NHD,38E,1300-1451,Granrock Cres,Medium Density,RM6-14,,1.934,4.779018,234,16587.570000,178547.117400,0,0,16587.570000,178547.117400,Townhouse,Freehold-Common Element Condo,15,,104,0,54,22,0.857682,563
1773,East Credit NHD,30,817-823,Millworks Cres,Medium Density,RM5,,0.10585,0.261561,8,782.080000,8418.239053,0,0,782.080000,8418.239053,Townhouse,Freehold,1,2,4,0,38,15,0.738857,564
1774,Churchill Meadows NHD,57,3100-3190/5030-5070,Boxford Cres/Harvard Rd,High Density,RM9-8,,2.8936,7.150241,297,20971.290000,225733.086700,0,0,20971.290000,225733.086700,Townhouse,CDM,18,3,149,0,51,21,0.724747,565
1775,Meadowvale Village NHD,52E,481-495,Briggs Crt,Low Density II,RM5-29,,0.28729,0.709909,24,2272.400000,24459.910020,0,0,2272.400000,24459.910020,Townhouse,Freehold,1,3,8,0,28,11,0.790978,566
1777,East Credit NHD,37W,840-997,Francine Cres,Low Density II,RM3-1,,1.87474,4.632583,148,11589.560000,124748.985500,0,0,11589.560000,124748.985500,Semi-Detached,Freehold-Common Element Condo,32,2,64,0,34,14,0.618196,567
1778,Uptown MN,37E,70-160/5020-5060,Little Creek Rd/Four Springs Ave,Medium Density,RM4-74,,1.95837,4.839238,219,18812,202490.682600,0,0,18812,202490.682600,Townhouse,CDM,14,3,100,0,51,21,0.960595,568
1779,DT Core,29,4010-4080,Parkside Village Dr,Mixed Use,"CC4-5, CCOS",Parkside Village Townhouses,0.76677,1.89473,154,10805.900000,116313.739500,0,0,10805.900000,116313.739500,Townhouse,CDM,6,3,68,0,89,36,1.409275,569
1780,Lakeview NHD,6,1111-1139,Haig Blvd,Medium Density,RM4-75,,1.6627,4.108621,174,12413.800000,133621.031000,0,0,12413.800000,133621.031000,Townhouse,CDM,11,3,77,0,46,19,0.746605,570
1783,Central Erin Mills NHD,31,2005-2099,Queensborough Gate,Medium Density,RM4-70,,1.0421,2.575085,125,9852.380000,106050.135600,0,0,9852.380000,106050.135600,Townhouse,CDM,9,3,57,0,55,22,0.945435,571
1784,Central Erin Mills NHD,31,4382-4396,Mississauga Rd,Medium Density,RM4-70,,0.1135,0.280465,18,1501.780000,16165.025380,0,0,1501.780000,16165.025380,Semi-Detached,CDM,4,3,8,0,70,29,1.323154,572
1786,Port Credit NHD (West),8,3-43,Godfreys Lane,Medium Density,RM6-17,,0.3967,0.980267,41,4308.500000,46376.308000,0,0,4308.500000,46376.308000,Townhouse,CDM,3,4,18,0,45,18,1.086085,573
1788,Uptown MN,36W,51-55,Preston Meadow Ave,Medium Density,RM5-53,,0.07972,0.196992,6,555.290000,5977.091812,0,0,555.290000,5977.091812,Townhouse,Freehold,1,2,3,0,38,15,0.696550,574
1789,Cooksville NHD (East),14,347-438/2051-2061/2050-2062,Ladycroft Terrace/Cliff Rd/Excalibur Way,"Medium Density, HighDensity","RA4-28, C1-24",,1.430736,3.535426,149,10141.200000,109158.968200,0,0,10141.200000,109158.968200,Townhouse,CDM,10,3,66,0,46,19,0.708810,575
