BUSINESSTYPE,BUSINESSNAME,STREETNUMBER,STREET,STREETTYPE,STREETDIR,UNITTYPE,UNITY,CITY,PROV,POSTAL,OBJECTID,lon,lat
Restaurant,TSUI XIANG TSUEN RESTAURANT,888,DUNDAS,ST,E,Unit,5,MISSISSAUGA,ON,L4Y4G6,1424,-79.5950857,43.5984517
Restaurant,TUNG HING BAKERY,888,DUNDAS,ST,E,Unit,A.3,MISSISSAUGA,ON,L4Y 4G6,1425,-79.5950857,43.5984517
Restaurant,TURKISH KING KEBAB,5130,DIXIE,RD,,Unit,6,MISSISSAUGA,ON,L4W1C9,1426,-79.6224878,43.6360917
Restaurant,TURNTABLE RESTAURANT AND LOUNGE,7171,TORBRAM,RD,,Unit,C5,MISSISSAUGA,ON,L4T3W4,1427,-79.6561751,43.6984971
Restaurant,TURTLE JACKS MUSKOKA GRILL,108,COURTNEYPARK,DR,E,Bldg,Q,MISSISSAUGA,ON,L5T 2Y3,1428,-79.6902004,43.636624
Restaurant,TURTLE JACKS MUSKOKA GRILL,6610,MEADOWVALE TOWN CENTRE,CIR,,,,MISSISSAUGA,ON,L5N 4B7,1429,-79.7606655,43.5827032
Restaurant,TURTLE JACKS MUSKOKA GRILL,980,SOUTHDOWN,RD,,,,MISSISSAUGA,ON,L5J 2Y4,1430,-79.6263484,43.5041809
Restaurant,TWIN FISH - THAI CUISINE LTD.,80,COURTNEYPARK,DR,E,UNIT,K2,MISSISSAUGA,ON,L5T 2Y3,1431,-79.6902004,43.636624
Restaurant,TWO GUYS FROM ITALY,128,QUEEN,ST,S,Unit,16 & 17,MISSISSAUGA,ON,L5M1K8,1432,-79.7164999,43.5828713
Restaurant,TWOTWO MUSIC RESTAURANT,169,DUNDAS,ST,E,Unit,6A,MISSISSAUGA,ON,L5A1W8,1433,-79.6114314,43.5853368
Restaurant,UDUPI MADRAS CAFE,265,ENFIELD,PL,,,R202,MISSISSAUGA,ON,L5B3Y6,1434,-79.6357361,43.5903076
Restaurant,UNCLE CHON LTD,802,SOUTHDOWN,RD,,,,MISSISSAUGA,ON,L5J 2Y4,1435,-79.6263484,43.5041809
Restaurant,UNION SOCIAL EATERY,6986,FINANCIAL,DR,,Unit,A5,MISSISSAUGA,ON,L5N 8J4,1436,-79.7494509,43.6102165
Restaurant,UPTOWN CAFE,1599,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5G4S1,1437,-79.5973896,43.5674087
Restaurant,URBAN CRAVE,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,1438,-79.6628408,43.6691521
Restaurant,URBAN KITCHEN / SELECT SANDWICH,55,STANDISH,CRT,,Unit,B1,Mississauga,ON,L5R 4B2,1439,-79.6842382,43.6262848
Restaurant,VEGGIE VILLA,4025,BRANDON GATE,DR,,UNIT,13,MISSISSAUGA,ON,L4T 3Z9,1440,-79.6349465,43.7325673
Restaurant,VERDI CONVENTION CENTRE,3550,DERRY,RD,E,,,MISSISSAUGA,ON,L4T 3V7,1441,-79.6288051,43.7149687
Restaurant,VILLA MADINA,5955,LATIMER,DR,,Unit,5,MISSISSAUGA,ON,L5V 0B7,1442,-79.6973509,43.607805
Restaurant,VILLA SORRENTO RESTAURANT,1149,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5E1E8,1443,-79.5573586,43.5797789
Restaurant,VILLAMOR CAFE,1030,DUNDAS,ST,E,,,MISSISSAUGA,ON,L4Y2B8,1444,-79.5915968,43.6000067
Restaurant,VINIFERA RESTAURANT / T1 DEPARTURE GATE176/HAMMERHEAD,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1445,NA,NA
Restaurant,VIOLET CATERING LTD,2550,MEADOWVALE,BLVD,,UNIT,3,MISSISSAUGA,ON,L5N 8C2,1446,-79.7718787,43.6057041
Restaurant,WACKY WINGS EATERY  BEVERAGE & SPORTS CO,1248,DUNDAS,ST,E,Unit,13-15,MISSISSAUGA,ON,L4Y 2C1,1447,-79.5880858,43.6044367
Restaurant,WAH FUNG BBQ RESTAURANT,4040,CREDITVIEW,RD,,Unit,5,MISSISSAUGA,ON,L5C 4E3,1448,-79.6675768,43.5687679
Restaurant,WAHLBURGERS,1,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,,1449,NA,NA
Restaurant,WALKERS FISH MARKET,2575,DUNDAS,ST,W,Unit,1,MISSISSAUGA,ON,L5K2M6,1450,-79.6800293,43.5260361
Restaurant,WALLYS FAMILY RESTAURANT,3480,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5B 1P2,1451,-79.6307353,43.5900736
Restaurant,WANGS KITCHEN,4559,HURONTARIO,ST,,Unit,12A,MISSISSAUGA,ON,L4Z 3L9,1452,-79.6491579,43.605272
Restaurant,WASABI GRAND BUFFET,98,COURTNEYPARK,DR,E,,,MISSISSAUGA,ON,L5T 2Y3,1453,-79.6902004,43.636624
Restaurant,WATAN KABOB,55,MATHESON,BLVD,E,Unit,2,MISSISSAUGA,ON,L4Z 2Y5,1454,-79.668103,43.620066
Restaurant,WENDYS RESTAURANT,1420,MIDWAY,BLVD,,,,MISSISSAUGA,ON,L5T 2S4,1455,-79.6655596,43.6669523
Restaurant,WENDYS RESTAURANT,3411,MAVIS,RD,,,,MISSISSAUGA,ON,L5C1T7,1456,-79.6467018,43.5780112
Restaurant,WENDYS RESTAURANT,6449,ERIN MILLS,PKWY,,,,MISSISSAUGA,ON,L5N4H4,1457,-79.741039,43.5868751
Restaurant,WENDYS RESTAURANT,6966,FINANCIAL,DR,,Bldg,F,MISSISSAUGA,ON,L5N 8J4,1458,-79.7494509,43.6102165
Restaurant,WENDYS RESTAURANT,885,BRITANNIA,RD,W,,,MISSISSAUGA,ON,,1459,NA,NA
Restaurant,WENDYS RESTAURANT #6318,2400,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5K2R8,1460,-79.6751186,43.5279696
Restaurant,WENDYS RESTAURANT #6408,44,BRITANNIA,RD,E,Unit,A,MISSISSAUGA,ON,L5M1P7,1461,-79.7202688,43.5904193
Restaurant,WENDYS RESTAURANT #6450,1520,AIMCO,BLVD,,,,MISSISSAUGA,ON,L4W 5K1,1462,-79.6231897,43.6385304
Restaurant,WENDYS RESTAURANT #6681,2655,EGLINTON,AVE,W,,,MISSISSAUGA,ON,L5M 7E1,1463,-79.7126431,43.557848
Restaurant,WENDYS RESTAURANT NO.6340,6585,AIRPORT,RD,,Unit,B,MISSISSAUGA,ON,L4V1E4,1464,-79.6252956,43.6921199
Restaurant,WENDYS RESTAURANT NO.6461,3650,DERRY,RD,E,,,MISSISSAUGA,ON,L4T3V7,1465,-79.6288051,43.7149687
Restaurant,WEST50 POURE HOUSE AND GRILLE,50,BURNHAMTHORPE,RD,W,Unit,200,MISSISSAUGA,ON,L5B 3C2,1466,-79.6359993,43.59204
Restaurant,WHOLE FOODS MARKET CANADA  INC,155,SQUARE ONE,DR,,,,MISSISSAUGA,ON,L5B 0E2,1467,-79.6498597,43.5898883
Restaurant,WILD WING,4141,DIXIE,RD,,UNIT,3,MISSISSAUGA,ON,L4W1V5,1468,-79.6045863,43.6252506
Restaurant,WILD WING (HEARTLAND),5955,LATIMER,DR,,Unit,4,Mississauga,ON,L5V 0B7,1469,-79.6973509,43.607805
Restaurant,WILD WING CHURCHILL MEADOWS,5606,TENTH LINE WEST,,,Unit,C2,MISSISSAUGA,ON,L5H 7L9,1470,-79.6109049,43.5420383
Restaurant,WILD WINGS,7070,SAINT BARBARA,BLVD,,Unit,52&54,Mississauga,ON,L5W 0E6,1471,-79.7150974,43.63918
Restaurant,WILLYS JERK RESTAURANT,3024,HURONTARIO,ST,,Unit,G18,MISSISSAUGA,ON,L5B 4M4,1472,-79.6171353,43.5804361
Restaurant,WINGPORIUM,170,LAKESHORE,RD,E,Unit,1,MISSISSAUGA,ON,L5G 1G1,1473,-79.5804488,43.5570112
Restaurant,WINGS RESTAURANT,17,QUEEN,ST,N,Unit,A-1,MISSISSAUGA,ON,L5N6A1,1474,-79.7228982,43.589023
Restaurant,WOK THIS WAY,6740,MEADOWVALE TOWN CENTRE,CIR,,Unit,404,MISSISSAUGA,ON,L5N 2R5,1475,-79.759439,43.5833356
Restaurant,WOODYS KITCHEN,6380,TOMKEN,RD,,Unit,10,MISSISSAUGA,ON,L5T 1Y4,1476,-79.6700323,43.6542305
Restaurant,WOW KOREAN RESTAURANT INC,55,DUNDAS,ST,E,Unit,4,MISSISSAUGA,ON,L5A1W1,1477,-79.6150293,43.5820263
Restaurant,XIN RESTAURANT,1177,CENTRAL PKY,,W,Unit,6,MISSISSAUGA,ON,L5C4P3,1478,-79.6603851,43.567667
Restaurant,YAHALA,1969,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5J1J6,1479,-79.6245936,43.5168164
Restaurant,YOGIS NOODLE DELIGHT,1550,SOUTH GATEWAY,RD,,Unit,1D,MISSISSAUGA,ON,L4W 5G6,1480,-79.61266,43.6328177
Restaurant,YOGURTYS,5636,GLEN ERIN,DR,,UNIT,2B,MISSISSAUGA,ON,,1481,NA,NA
Restaurant,YORKSHIRE ARMS BRITISH PUB,1201,BRITANNIA,RD,W,Unit,1,MISSISSAUGA,ON,L5V 1N2,1482,-79.7066823,43.6033751
Restaurant,YOUNG ST KARAOKE LTD,1177,CENTRAL PKY,,W,Unit,63,MISSISSAUGA,ON,L5C 4P3,1483,-79.6603851,43.567667
Restaurant,YOYOS YOGURT CAFE,4070,LIVING ARTS,DR,,Unit,2,MISSISSAUGA,ON,L5B 0C3,1484,-79.6452105,43.5879043
Restaurant,YUK-YUKS (MISSISSAUGA),5165,DIXIE,RD,,,6,MISSISSAUGA,ON,L4W4G1,1485,-79.6245936,43.639846
Restaurant,ZAAFFRAN KITCHEN INC.,5618,TENTH,LINE,W,Unit,E4-5,MISSISSAUGA,ON,L5M 7L9,1486,-79.7431421,43.5585266
Restaurant,ZAGLOBA DELI AND RESTAURANT,2555,DIXIE,RD,,Unit,5,MISSISSAUGA,ON,L4Y4C4,1487,-79.5822923,43.609102
Restaurant,ZAUQ,1325,EGLINTON,AVE,E,Unit,12,MISSISSAUGA,ON,L4W4L9,1488,-79.6224878,43.6349044
Restaurant,ZEM-ONE,51,VILLAGE CENTRE,PL,,,,MISSISSAUGA,ON,L4Z1V9,1489,-79.6421402,43.6004732
Restaurant,ZEN GARDENS,6980,MARITZ,DR,,Unit,6-7,MISSISSAUGA,ON,L5W 1Z3,1490,-79.7087862,43.6427638
Restaurant,ZET DRIVE INN RESTAURANT,6445,AIRPORT,RD,,,,MISSISSAUGA,ON,L4V1E4,1491,-79.6252956,43.6921199
Restaurant,ZETS EXPRESS,2701,DERRY,RD,E,,,MISSISSAUGA,ON,L4T1A2,1492,-79.6487193,43.6986324
Restaurant,ZIZI BISTRO,1290,CENTRAL PKY,,W,Unit,101,MISSISSAUGA,ON,L5C4R3,1493,-79.6645949,43.5668615
Restaurant,ZOROS RESTAURANT,7171,TORBRAM,RD,,Unit,1-2-3,MISSISSAUGA,ON,L4T 3W4,1494,-79.6561751,43.6984971
Restaurant,ZOUP,5083,DIXIE,RD,,Unit,D6,MISSISSAUGA,ON,L4W 5K1,1495,-79.6231897,43.6385304
Take Out Only,241 PIZZA #75,2980,CROSSCURRENT,DR,,Unit,9,MISSISSAUGA,ON,L5N7C7,1496,-79.7794118,43.594646
Take Out Only,241 PIZZA NO.5,94,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1E3,1497,-79.5840479,43.5536999
Take Out Only,241 PIZZA STORE #2,2155,LEANNE,BLVD,,UNIT,102,MISSISSAUGA,ON,L5K 2K8,1498,-79.6524911,43.5257602
Take Out Only,2455246 ONTARIO INC,100,CITY CENTRE,DR,,Unit,1-140,MISSISSAUGA,ON,L5B 2C9,1499,-79.6424911,43.5930784
Take Out Only,3 BROTHERS PIZZEIRA,833,WESTLOCK,RD,,Unit,4,MISSISSAUGA,ON,L5C 1K7,1500,-79.6424034,43.5665475
Take Out Only,401-DIXIE ESSO TRUCK STOP,5979,SHAWSON,DR,,,,MISSISSAUGA,ON,L4W3Y2,1501,-79.6526666,43.6477517
Take Out Only,A1-MANI PIZZA & ITALIAN FOODS,4665,CENTRAL PKY,,E,Unit,11,MISSISSAUGA,ON,L4Z2V4,1502,-79.6409121,43.6159538
Take Out Only,AFGHAN KITCHEN,157,DUNDAS,ST,E,Unit,5,MISSISSAUGA,ON,L5A 1W8,1503,-79.6114314,43.5853368
Take Out Only,AIRPORT CAFE / TAXI & LIMO COMPOUND T3,3,LESTER B PEARSON INTL AIRPORT,,,,,MISSISSAUGA,ON,L5P 1C4,1504,-79.6628408,43.6691521
Take Out Only,AL MUSTAFA CATERING,558,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1J3,1505,-79.5690361,43.5669606
Take Out Only,AL-KUDS TOWN AND COUNTRY SUPERMARKET,3355,HURONTARIO,ST,,Unit,8,MISSISSAUGA,ON,L5A4E7,1506,-79.625822,43.5875447
Take Out Only,ALBASHAWAT RESTAURANT,2580,SHEPARD,AVE,,Unit,5,MISSISSAUGA,ON,L5A 4K3,1507,-79.6149415,43.5806068
Take Out Only,ALF HANA INC,6040,GLEN ERIN,DR,,Unit,4,MISSISSAUGA,ON,L5N 3M4,1508,-79.739637,43.5748593
Take Out Only,ALMONASABAH,2340,COUNCIL RING,RD,,Unit,107,MISSISSAUGA,ON,L5L 1C1,1509,-79.6765217,43.5364267
Take Out Only,AMAYA EXPRESS,100,CITY CENTRE,DR,,UNIT,1-834,MISSISSAUGA,ON,L5B 2C9,1510,-79.6424911,43.5930784
Take Out Only,AMICI SPORTS CAFE,496,SOUTH SERVICE,RD,,BLDG,A,MISSISSAUGA,ON,L5G 2S5,1511,-79.5879102,43.5784267
Take Out Only,ANANTHA BHAVAN TAKE-OUT & CATERING LTD,4646,HERITAGE HILLS,BLVD,,Unit,15,MISSISSAUGA,ON,L5R 1Y4,1512,-79.6602097,43.599299
Take Out Only,ANOUSH SHAWARMA FALAFEL KEBOB,5067,DIXIE,RD,,Unit,3,MISSISSAUGA,ON,L4W 5S6,1513,-79.6203819,43.6370863
Take Out Only,ANTOJITOS,803,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5E 1C8,1514,-79.5641195,43.5721551
Take Out Only,APPLEWOOD BAKERY,1077,NORTH SERVICE,RD,,Unit,6,MISSISSAUGA,ON,L4Y 1A6,1515,-79.5742159,43.5926186
Take Out Only,ARAFAT SUPERB MARKETS,780,BURNHAMTHORPE,RD,W,Unit,12,MISSISSAUGA,ON,L5C 3X3,1516,-79.6521403,43.5783587
Take Out Only,ASIAN FOOD CENTER,1075,CEREMONIAL,DR,,Unit,108,MISSISSAUGA,ON,,1517,NA,NA
Take Out Only,AURORA MEAT CHEESE & SALAMI LIMITED,3661,DIXIE,RD,,,,MISSISSAUGA,ON,L4Y2B3,1518,-79.5986184,43.6202502
Take Out Only,BA LE SANDWICH,1125,DUNDAS,ST,E,Unit,4 GRFL,MISSISSAUGA,ON,L4Y 2C4,1519,-79.5910701,43.603968
Take Out Only,BAMBOO BUBBLE TEA,1100,BURNHAMTHORPE,RD,W,Unit,11A,MISSISSAUGA,ON,L4X 2H1,1520,-79.5805366,43.6261616
Take Out Only,BANH MI TAN DINH BAKERY LTD.,3415,DIXIE,RD,,Unit,15,MISSISSAUGA,ON,L4Y 2B1,1521,-79.5952832,43.6180145
Take Out Only,BARBS ROTI SHOP,1181,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5E1G1,1522,-79.5556025,43.5802115
Take Out Only,BASIL BOX - SQUARE ONE,100,CITY CENTRE,DR,,Unit,1-138,MISSISSAUGA,ON,L5B2C9,1523,-79.6424911,43.5930784
Take Out Only,BASKIN ROBBINS,100,CITY CENTRE,DR,,Unit,1-202,MISSISSAUGA,ON,L5B 2C9,1524,-79.6424911,43.5930784
Take Out Only,BASKIN ROBBINS,2400,DUNDAS,ST,W,Unit,15,MISSISSAUGA,ON,L5K2R8,1525,-79.6751186,43.5279696
Take Out Only,BASKIN ROBBINS 31 ICE CREAM,1077,NORTH SERVICE,RD,,,,MISSISSAUGA,ON,L4Y 1A6,1526,-79.5742159,43.5926186
Take Out Only,BASKIN ROBBINS ICE CREAM,1250,SOUTH SERVICE,RD,,Unit,122,MISSISSAUGA,ON,L5E 1V4,1527,-79.5691239,43.5943785
Take Out Only,BASKIN ROBBINS STORE #5047,377,BURNHAMTHORPE,RD,E,Unit,51,MISSISSAUGA,ON,L5A 3Y1,1528,-79.6266994,43.6026272
Take Out Only,BELLAS LECHON INC,848,BURNHAMTHORPE,RD,W,Unit,2B,MISSISSAUGA,ON,L5C 2S3,1529,-79.6561751,43.5744171
Take Out Only,BIG SMOKE BURGER,100,CITY CENTRE,DR,,UNIT,FCU2/1-831,MISSISSAUGA,ON,L5B 2C9,1530,-79.6424911,43.5930784
Take Out Only,BIRYHANI KABAB AND MORE,3443,WOLFEDALE,RD,,Unit,1A,MISSISSAUGA,ON,L5C 1V8,1531,-79.6452983,43.5707502
Take Out Only,BOMBAY CHAAT,2580,SHEPARD,AVE,,Unit,1,MISSISSAUGA,ON,L5A 4K3,1532,-79.6149415,43.5806068
Take Out Only,BOMBAY CLOUDS,7215,GOREWAY,DR,,Unit,B-39,MISSISSAUGA,ON,L4T 2T9,1533,-79.6382803,43.719687
Take Out Only,BOOSTER JUICE,100,CITY CENTRE,DR,,Unit,1-712,MISSISSAUGA,ON,L5B 2C9,1534,-79.6424911,43.5930784
Take Out Only,BOOSTER JUICE,3160,ARGENTIA,RD,,UNIT,1,MISSISSAUGA,ON,L5N 0B1,1535,-79.7865939,43.5933608
Take Out Only,BOOSTER JUICE,5095,DIXIE,RD,,UNIT,D5,MISSISSAUGA,,,1536,NA,NA
Take Out Only,BOOSTER JUICE,6990,FINANCIAL,DR,,Unit,4,MISSISSAUGA,ON,L5N 8J4,1537,-79.7494509,43.6102165
Take Out Only,BOOSTER JUICE,801,MATHESON,BLVD,W,Unit,17,MISSISSAUGA,ON,L5Y 2N6,1538,NA,NA
Take Out Only,BOOSTER JUICE ERINMILLS,6460,MILLCREEK,DR,,,,MISSISSAUGA,ON,L5N2V6,1539,-79.7424411,43.5899737
Take Out Only,BOURBON STREET GRILL,100,CITY CENTRE,DR,,Unit,1-141,MISSISSAUGA,ON,L5B2C9,1540,-79.6424911,43.5930784
Take Out Only,BOURBON STREET GRILL,1250,SOUTH SERVICE,RD,,Unit,67,MISSISSAUGA,ON,L5E1V4,1541,-79.5691239,43.5943785
Take Out Only,BRARS BAKERY,5820,KENNEDY,RD,,,,MISSISSAUGA,ON,L4Z 2C3,1542,-79.6638933,43.6315591
Take Out Only,BRASAS ROTISSERIE & GRILL INC,2385,BURNHAMTHORPE,RD,W,Unit,9,MISSISSAUGA,ON,L5L 6A4,1543,-79.6920417,43.5428195
Take Out Only,BREAKFAST ING RESTAURANT,4040,CREDITVIEW,RD,,Unit,21,MISSISSAUGA,ON,L5C4E3,1544,-79.6675768,43.5687679
Take Out Only,BRITANNIA ESSO,2520,BRITANNIA,RD,W,,,MISSISSAUGA,ON,L5M5X7,1545,-79.7334151,43.5779381
Take Out Only,BROTHERS PIZZA & PASTA,3073,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5A2G9,1546,-79.6188025,43.5827429
Take Out Only,BUBBLE KITEA,1960,DUNDAS,ST,W,Unit,8,MISSISSAUGA,ON,L5K2R9,1547,-79.6633671,43.53865
Take Out Only,BUBBLESN BAKERY,63,QUEEN,ST,S,Unit,8,MISSISSAUGA,ON,L5M 3S9,1548,-79.7183405,43.5856385
Take Out Only,BURGER FACTORY,5130,DIXIE,RD,,Unit,3,MISSISSAUGA,ON,L4W1C9,1549,-79.6224878,43.6360917
Take Out Only,BURRITO BOYZ,17,TANNERY,ST,,Unit,2,MISSISSAUGA,ON,L5M 1V1,1550,-79.7149221,43.5810937
Take Out Only,BURRITO BOYZ,3100,WINSTON CHURCHILL,BLVD,,Unit,9,MISSISSAUGA,ON,,1551,NA,NA
Take Out Only,BURRITO BOYZ - STAVEBANK,9,STAVEBANK,RD,,,,MISSISSAUGA,ON,L5G 2T3,1552,-79.6076579,43.5583173
Take Out Only,CAFE N PAAN,7215,GOREWAY,DR,,UNIT,115,MISSISSAUGA,ON,L4T 0B4,1553,-79.6445965,43.7161148
Take Out Only,CAFE LATINO,3025,HURONTARIO,ST,,,,MISSISSAUGA,ON,L5A 2H1,1554,-79.6166965,43.5807674
Take Out Only,CAFE MOAH,55,CITY CENTRE,DR,,Unit,S-21,MISSISSAUGA,ON,L5G 1M3,1555,-79.5851013,43.555283
Take Out Only,CARIBBEAN AUTHENTIC RESTAURANT,6660,KENNEDY,RD,,Unit,3,MISSISSAUGA,ON,L5T 2M9,1556,-79.687044,43.6491006
Take Out Only,CARMEN Y JOSE PERUVIAN FOODS,1400,AIMCO,BLVD,,Unit,J 507-508,MISSISSAUGA,ON,L4W 1E1,1557,-79.6221368,43.6476344
Take Out Only,CHARLOTTES HOMEMADE GOODIES,315,TRADERS,BLVD,E,Unit,5,MISSISSAUGA,ON,L4Z 3E4,1558,-79.667226,43.6290422
Take Out Only,CHIBUGAN EH!,3092,MAVIS,RD,,UNIT,222,MISSISSAUGA,ON,L5C 1T8,1559,-79.6424911,43.5716829
Take Out Only,CHICKENLAND,3405,GLEN ERIN,DR,,Unit,2,MISSISSAUGA,ON,L5L 3S2,1560,-79.6847643,43.5364325
Take Out Only,CHINA SEA,2897,DERRY,RD,E,,,MISSISSAUGA,ON,L4T 1A6,1561,-79.6440702,43.7031737
Take Out Only,CHINESE EXPRESS,300,LAKESHORE,RD,W,,,MISSISSAUGA,ON,L5H 1G9,1562,-79.5943177,43.5434179
Take Out Only,COCO FRESH TEA & JUICE,30,EGLINTON,AVE,W,UNIT,6,MISSISSAUGA,ON,L5R3E7,1563,-79.6526666,43.605592
Take Out Only,COOKSVILLE FISH & CHIPS,55,DUNDAS,ST,E,Unit,8,MISSISSAUGA,ON,L5A1W1,1564,-79.6150293,43.5820263
Take Out Only,CORDOBA COFFEE AND TEA CO,7205,GOREWAY,DR,,Unit,12F,MISSISSAUGA,ON,L4T2T9,1565,-79.6382803,43.719687
Take Out Only,COSIMOS CHEESE AND DELI,1051,DUNDAS,ST,W,,,MISSISSAUGA,ON,L5C1C3,1566,-79.6430175,43.5582054
Take Out Only,COURTNEYPARK SHELL,745,COURTNEYPARK,DR,W,,,MISSISSAUGA,ON,L5W 1L9,1567,-79.707033,43.6239006
Take Out Only,DAINTY DELI INC,3643,CAWTHRA,RD,,Unit,17,MISSISSAUGA,ON,L5A 2Y4,1568,-79.6163455,43.6065809
Take Out Only,DAIRY CREAM,715,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1J7,1569,-79.5660511,43.5704011
Take Out Only,DAIRY KING,341,LAKESHORE,RD,E,UNIT ,5,MISSISSAUGA,ON,,1570,NA,NA
Take Out Only,DAIRY QUEEN,915,RATHBURN,RD,E,Unit,2,MISSISSAUGA,ON,L4W 0E5,1571,-79.6221368,43.6476344
Take Out Only,DAIRY QUEEN / ORANGE JULIUS STORE # 12256,5618,TENTH,LINE,W,UNIT,1,MISSISSAUGA,ON,L4J 8W8,1572,-79.4714432,43.8383752
Take Out Only,DAIRY QUEEN/ ORANGE JULIUS,5100,ERIN MILLS,PKWY,,Unit,R115-B,MISSISSAUGA,ON,L5M4Z5,1573,-79.71089,43.5603651
Take Out Only,DAISYS CAFE,71,KING,ST,W,Unit,101B,MISSISSAUGA,ON,L5B 4A2,1574,-79.6166965,43.5783901
Take Out Only,DANA HOSPITALITY / E.I. DUPONT CANADA,1919,MINNESOTA,CRT,,,,MISSISSAUGA,ON,L5N 0C9,1575,6.1903658,51.6248264
Take Out Only,DEHLI MUSLIM GRILL,29,QUEEN,ST,N,Unit,12,MISSISSAUGA,ON,L5N1A2,1576,-79.7240376,43.5896462
Take Out Only,DESTINATIONCAFE.CA,211,LAKESHORE,RD,E,,,MISSISSAUGA,ON,L5G1G5,1577,-79.5779908,43.5584205
Take Out Only,DIXIE MATHESON CAR WASH,1401,MATHESON,BLVD,E,,,MISSISSAUGA,ON,L4W3W2,1578,-79.6314372,43.6409168
Take Out Only,DOLLED UP CUPCAKES,6550,MEADOWVALE TOWN CENTRE,CIR,,Unit,M02B,MISSISSAUGA,ON,,1579,NA,NA
Take Out Only,DOMINOS PIZZA,1550,SOUTH GATEWAY,RD,,Suite,110,MISSISSAUGA,ON,L4W 5G6,1580,-79.61266,43.6328177
Take Out Only,DOMINOS PIZZA,1575,CLARKSON,RD,,Unit,3,MISSISSAUGA,ON,L5J2X1,1581,-79.6391576,43.5290061
Take Out Only,DOMINOS PIZZA,2560,SHEPARD,AVE,,Unit,8,MISSISSAUGA,ON,L5A4E1,1582,-79.6138885,43.5802132
Take Out Only,DOMINOS PIZZA,3405,GLEN ERIN,DR,,Unit,3,MISSISSAUGA,ON,L5L 3S2,1583,-79.6847643,43.5364325
Take Out Only,DOMINOS PIZZA,4040,CREDITVIEW,RD,,Unit,13,MISSISSAUGA,ON,L5C 3Y8,1584,-79.6666998,43.5676477
Take Out Only,DOMINOS PIZZA,5920,TURNEY,DR,,Unit,3,MISSISSAUGA,ON,L5M2R8,1585,-79.7261411,43.579732
Take Out Only,DOMINOS PIZZA,645,LAKESHORE,RD,E,Unit,E,MISSISSAUGA,ON,L5G 1J5,1586,-79.5668412,43.5696565
Take Out Only,DOMINOS PIZZA,6750,WINSTON CHURCHILL,BLVD,,UNIT,8,MISSISSAUGA,ON,L5N 4C4,1587,-79.7648706,43.5830824
Take Out Only,DOMINOS PIZZA,801,MATHESON,BLVD,W,Unit,6,MISSISSAUGA,ON,L5V 2N6,1588,-79.6903758,43.6070934
Take Out Only,DONNAS ROTI,1400,AIMCO,BLVD,,Unit,H432,MISSISSAUGA,ON,L4W 1C9,1589,-79.6224878,43.6360917
Take Out Only,DOUBBLES & ROTI SHOP,3092,MAVIS,RD,,Unit,218,MISSISSAUGA,ON,L5C 158,1590,NA,NA
Take Out Only,DRUXYS FAMOUS DELI #75,5550,EXPLORER,DR,,Unit,100,MISSISSAUGA,ON,L4W 4Y1,1591,-79.6105539,43.6581464
Take Out Only,DRUXYS FAMOUS DELI #76,100,QUEENSWAY,,W,,,MISSISSAUGA,ON,L5B 1B8,1592,-79.6087988,43.5709804
Take Out Only,EAST CHINA CHINESE FOOD,2458,DUNDAS,ST,W,Unit,1A,MISSISSAUGA,ON,L5K 1R8,1593,-79.6758202,43.5268434
Take Out Only,EASY DRINK EASY GO,2500,HURONTARIO,ST,,Unit,2,MISSISSAUGA,ON,L5B 1N4,1594,-79.614064,43.5777034
Take Out Only,FIVE STAR CATERING,3092,MAVIS,RD,,Unit,229,MISSISSAUGA,ON,,1595,NA,NA
Take Out Only,FOOD FIESTA,7205,GOREWAY,DR,,Unit,60A,MISSISSAUGA,ON,L4T 2T9,1596,-79.6382803,43.719687
Take Out Only,FRESH EAST,5100,ERIN MILLS,PKWY,,UNIT,3,MISSISSAUGA,ON,L5M 4Z5,1597,-79.71089,43.5603651
Take Out Only,FRESHLY  SQUEEZED,1250,SOUTH SERVICE,RD,,K,1,MISSISSAUGA,ON,,1598,NA,NA
Take Out Only,FRESHLY SQUEEZED,100,CITY CENTRE,DR,,Unit,1-104,MISSISSAUGA,ON,L5B 2C9,1599,-79.6424911,43.5930784
Take Out Only,FUSIA ASIAN KITCHEN,2200,EGLINTON,AVE,W,SUITE,18,MISSISSAUGA,ON,L5M 2N1,1600,-79.7024745,43.5596019
Take Out Only,G BRANDT MEAT PACKERS,1878,MATTAWA,AVE,,,,MISSISSAUGA,ON,L4X1K1,1601,-79.5680704,43.6195239
